occurrenceID	institutionCode	collectionCode	catalogNumber	combined	SamplingDate	recordedBy	Sex	Department	Municipality	Locality	MinElevation	MaxElevation	decimalLatitude	decimalLongitude	Habitat	Order	Family	Species	SnoutVentLength	HeadWidth	MouthWidth	ForearmLength	TibiaLength	FemurLength	FootLength	FootWebbing
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0622	PUJ	MUJ	5090	MUJ5090	2005-11-14	Oscar Hernandez	NA	Santander	NA	Santuario de Flora y Fauna Guanentá, Alto Rio Fonce	3400	NA	7	-73.25	Paramo	Anura	Craugastoridae	Pristimantis elegans	26.22	9.48	9.41	6.29	10.93	12.32	11.79	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0623	PUJ	MUJ	5106	MUJ5106	NA	Oscar Hernandez	NA	Meta	La Macarena	Hacienda o Hato el Vacaré	NA	NA	2.18	-73.78	Wetland	Anura	Ranidae	Lithobates palmipes	73.98	27.79	27.74	15.63	38.91	39.11	38.71	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0624	PUJ	MUJ	5108	MUJ5108	NA	Oscar Hernandez	NA	Meta	La Macarena	Hacienda o Hato el Vacaré	NA	NA	2.18	-73.78	Wetland	Anura	Ranidae	Lithobates palmipes	73.04	25.82	25.2	13.98	37.48	37.06	37.17	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0625	PUJ	MUJ	5109	MUJ5109	NA	Oscar Hernandez	NA	Meta	La Macarena	Hacienda o Hato el Vacaré	NA	NA	2.18	-73.78	Wetland	Anura	Ranidae	Lithobates palmipes	77.22	28.94	28.48	15.85	41.48	40.51	41.7	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0626	PUJ	MUJ	5110	MUJ5110	NA	Oscar Hernandez	NA	Meta	La Macarena	Hacienda o Hato el Vacaré	NA	NA	2.18	-73.78	Wetland	Anura	Ranidae	Lithobates palmipes	72.32	31.8	30.82	16.99	42.32	42.28	38.76	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0627	PUJ	MUJ	5116	MUJ5116	NA	Oscar Hernandez	NA	Meta	La Macarena	Hacienda o Hato el Vacaré	NA	NA	2.18	-73.78	Wetland	Anura	Ranidae	Lithobates palmipes	72.79	25.82	25.2	15.12	38.92	38.52	40.79	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0628	PUJ	MUJ	5140	MUJ5140	2005-12-13	Oscar Hernandez	NA	Casanare	Aguazul	Finca Brisas del Llano	300	NA	5.15	-72.56	Wetland	Anura	Ranidae	Lithobates palmipes	77.37	29.33	16.92	40.86	38.27	41.63	NA	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0629	PUJ	MUJ	5141	MUJ5141	2005-12-13	Oscar Hernandez	NA	Casanare	Aguazul	Finca Brisas del Llano	300	NA	5.15	-72.56	Wetland	Anura	Ranidae	Lithobates palmipes	76.13	30.37	29.2	18.36	39.76	39.74	41.56	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0630	PUJ	MUJ	5146	MUJ5146	2005-12-13	Oscar Hernandez	NA	Casanare	Aguazul	Finca Brisas del Llano	300	NA	5.15	-72.56	Wetland	Anura	Hylidae	Boana punctata	35.24	11.76	11.68	6.56	16.71	17.56	13.88	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0631	PUJ	MUJ	5147	MUJ5147	2005-12-13	Oscar Hernandez	NA	Casanare	Aguazul	Finca Brisas del Llano	300	NA	5.15	-72.56	Wetland	Anura	Hylidae	Boana punctata	35.06	12.23	12.01	6.19	17.11	18.83	14.36	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0632	PUJ	MUJ	5148	MUJ5148	2005-12-13	Oscar Hernandez	NA	Casanare	Aguazul	Finca Brisas del Llano	300	NA	5.15	-72.56	Wetland	Anura	Hylidae	Boana punctata	33.61	11.15	11.5	6.56	16.51	17.12	14.12	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0633	PUJ	MUJ	5211	MUJ5211	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hda Tocanapá	410	NA	3.68	-73.68	Wetland	Anura	Leptodactylidae	Leptodactylus mystaceus	45.33	16.07	15.2	9.11	23.7	22.05	24.84	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0634	PUJ	MUJ	5217	MUJ5217	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Trachycephalus typhonius	69.39	20.46	20.63	11.32	30.85	31.13	26.31	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0635	PUJ	MUJ	5222	MUJ5222	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	NA	NA	3.65	-73.61	Wetland	Anura	Hylidae	Osteocephalus taurinus	65.1	18.8	19.76	13.57	33.99	33.58	25.38	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0636	PUJ	MUJ	5228	MUJ5228	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	NA	NA	3.65	-73.61	Wetland	Anura	Hylidae	Osteocephalus taurinus	77.2	23.53	25.12	14.7	40.53	38.83	31.81	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0637	PUJ	MUJ	5229	MUJ5229	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	NA	NA	3.65	-73.61	Wetland	Anura	Hylidae	Osteocephalus taurinus	60.05	18.15	18.71	11.29	31.25	28.82	25.76	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0638	PUJ	MUJ	5243	MUJ5243	2006-03-04	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Microhylidae	Elachistocleis ovalis	28.18	7.81	6.71	5.5	9.97	10.03	10.93	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0639	PUJ	MUJ	5245	MUJ5245	2006-03-04	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Microhylidae	Elachistocleis ovalis	28.05	8.63	7.45	5.22	9.97	10.92	11.12	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0640	PUJ	MUJ	5246	MUJ5246	2006-03-04	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Microhylidae	Elachistocleis ovalis	28.2	7.59	7.04	5.76	9.99	11.23	12.13	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0641	PUJ	MUJ	5248	MUJ5248	2006-03-04	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Microhylidae	Elachistocleis ovalis	27.5	7.52	6.96	5.54	9.84	8.82	10.42	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0642	PUJ	MUJ	5249	MUJ5249	2006-03-04	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Microhylidae	Elachistocleis ovalis	28.97	7.41	6.64	5.29	9.66	11.17	10.69	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0643	PUJ	MUJ	5276	MUJ5276	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	460	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana xerophylla	23.01	7.72	8.38	4.87	13.84	13.37	10.5	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0644	PUJ	MUJ	5277	MUJ5277	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	460	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana xerophylla	54.05	18.68	18.41	9.78	29.65	28.42	19.4	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0645	PUJ	MUJ	5279	MUJ5279	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	NA	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana geographica	64.99	22.5	21.74	10.29	34.33	34.44	25.26	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0646	PUJ	MUJ	5280	MUJ5280	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	NA	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana geographica	41.92	14.97	14.88	6.85	21.34	21.97	15.91	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0647	PUJ	MUJ	5281	MUJ5281	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	NA	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana geographica	44.66	15.95	15.78	7.65	23.39	24.74	16.58	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0648	PUJ	MUJ	5284	MUJ5284	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana punctata	35.46	12.34	12.42	6.66	17.27	19.09	14.77	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0649	PUJ	MUJ	5286	MUJ5286	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana punctata	36.69	12.62	12.62	6.07	17.74	19.02	14.56	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0650	PUJ	MUJ	5287	MUJ5287	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana punctata	37.22	12.67	12.47	6.2	18.24	20.22	15.42	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0651	PUJ	MUJ	5288	MUJ5288	2006-02-25	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana punctata	35.54	11.91	12.18	6.21	17.07	18.73	14.34	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0652	PUJ	MUJ	5290	MUJ5290	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana punctata	29.19	8.77	10.18	5.65	14.63	15.43	11.52	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0653	PUJ	MUJ	5291	MUJ5291	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Finca Tocancipá	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana punctata	33.66	11.15	11.49	6.38	17.51	19.17	14.38	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0654	PUJ	MUJ	5295	MUJ5295	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Dendropsophus minutus	21.55	7.38	7.51	4.45	12.38	12.39	10.87	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0655	PUJ	MUJ	5300	MUJ5300	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Dendropsophus minutus	21.52	6.9	6.83	3.75	11.12	10.94	9.21	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0656	PUJ	MUJ	5301	MUJ5301	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Dendropsophus minutus	20.51	7.07	7.46	3.92	12.32	11.98	9.53	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0657	PUJ	MUJ	5306	MUJ5306	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Dendropsophus minutus	25.48	8.16	8.7	4.59	13.62	12.32	11.45	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0658	PUJ	MUJ	5307	MUJ5307	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Boana lanciformis	75.37	21.85	22.65	11.11	42.76	37.8	30.64	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0659	PUJ	MUJ	5317	MUJ5317	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Scinax wandae	23.68	6.45	6.78	5.07	12.43	11.62	9.25	Extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0660	PUJ	MUJ	5322	MUJ5322	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Scinax wandae	20.64	5.92	6.46	4.22	10.22	9.49	9.22	Extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0661	PUJ	MUJ	5327	MUJ5327	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Scinax wandae	23.49	6.95	7.29	4.89	12.18	10.72	8.83	Extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0662	PUJ	MUJ	5340	MUJ5340	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Hylidae	Scinax wandae	25.02	7.23	7.42	4.79	12.7	11.69	7.42	Extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0663	PUJ	MUJ	5351	MUJ5351	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Phyllomedusidae	Pithecopus hypochondrialis	37.41	11.26	10.76	9.24	16.79	17.03	11.97	Absent
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0664	PUJ	MUJ	5354	MUJ5354	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Bufonidae	Amazophrynella minuta	18.28	6.1	5.2	4.88	8.8	8.59	6.57	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0665	PUJ	MUJ	5355	MUJ5355	2006-02-24	Oscar Hernandez	NA	Meta	San Martín	Hacienda Tocancipa	410	NA	3.65	-73.61	Wetland	Anura	Bufonidae	Amazophrynella minuta	12.76	4.31	3.77	3.5	6.04	6.5	5.65	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0666	PUJ	MUJ	5395	MUJ5395	2005-07-20	Oscar Hernandez	NA	Santander	Encino	 Santuario de Flora y Fauna de Guanentá, Alto Rio Fonce, Quebrada aguas claras	2525	NA	NA	NA	Andean Forest	Anura	Bufonidae	Atelopus mittermeieri	42.07	10.96	11.1	8.64	14.7	14.91	NA	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0667	PUJ	MUJ	5396	MUJ5396	2002-11	Oscar Hernandez	NA	Guaviare	San José de Guaviare	En malaisse en Platanal, Vegas del Guaviare.	NA	NA	2.5683	-72.64167	Wetland	Anura	Hylidae	Dendropsophus parviceps	21.23	6.19	6.24	5.13	11.26	9.52	8.92	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0668	PUJ	MUJ	5398	MUJ5398	1995-02-11	Oscar Hernandez	NA	Chocó 	Riosucio	Balsita	NA	NA	7.441	-77.119	Wetland	Anura	Hylidae	Dendropsophus subocularis 	19.68	5.59	6.62	4.48	9.95	9.83	8.57	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0669	PUJ	MUJ	5399	MUJ5399	2006-05-22	Oscar Hernandez	NA	Magdalena 	Santa Marta	 Reserva el Dorado, Cuchilla San Lorenzo	1500	NA	NA	NA	Wetland	Anura	Bufonidae	Atelopus laetissimus	60.64	16.89	16.72	12.96	22.29	21.95	23.67	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0670	PUJ	MUJ	5414	MUJ5414	2006-06-14	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	21.58	7.14	6.78	4.35	10.79	10.9	9.37	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0671	PUJ	MUJ	5415	MUJ5415	2006-06-14	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	23.8	7.3	7.38	4.99	11.96	10.94	9.45	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0672	PUJ	MUJ	5416	MUJ5416	2006-06-14	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	32.13	8.76	9.26	6.07	15.84	15.55	13.6	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0673	PUJ	MUJ	5417	MUJ5417	2006-06-16	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	24.24	7.73	7.25	4.93	11.91	11.67	10.43	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0674	PUJ	MUJ	5418	MUJ5418	2006-06-18	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	22.67	6.91	7.02	4.61	10.46	9.59	8.32	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0675	PUJ	MUJ	5421	MUJ5421	2006-06-19	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	23.05	7.5	7.69	4.86	11.38	10.35	10.38	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0676	PUJ	MUJ	5423	MUJ5423	2006-06-19	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	22.61	7.9	7.02	4.32	10.46	10.92	10.27	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0677	PUJ	MUJ	5424	MUJ5424	2006-06-19	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	24.37	7.55	7.21	5.11	11.62	10.34	8.94	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0678	PUJ	MUJ	5426	MUJ5426	2006-06-19	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	24.24	8.03	7.55	5.56	11.96	10.61	10.45	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0679	PUJ	MUJ	5430	MUJ5430	2006-06-20	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	22.77	7.47	7.18	4.7	11.13	9.58	9.22	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0680	PUJ	MUJ	5433	MUJ5433	2006-06-20	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	22	6.97	7.09	4.71	10.38	9.03	10.15	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0681	PUJ	MUJ	5434	MUJ5434	2006-06-21	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	23.88	7.92	7.43	4.9	11.27	10.19	9.09	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0682	PUJ	MUJ	5435	MUJ5435	2006-06-21	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	21.05	6.9	6.87	3.89	10.76	10.52	9.59	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0683	PUJ	MUJ	5437	MUJ5437	2006-06-22	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	25.95	8.69	7.6	5.38	12.63	12.49	9.39	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0684	PUJ	MUJ	5438	MUJ5438	2006-06-22	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Ramada	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	22.24	NA	NA	4.56	10.64	10.67	7.04	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0685	PUJ	MUJ	5439	MUJ5439	2006-06-23	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Floresta	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	24.73	7.93	7.95	5.39	12.35	11.75	10.05	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0686	PUJ	MUJ	5441	MUJ5441	2006-06-23	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Floresta	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	22.1	6.75	6.86	4.58	11.3	11.64	9.88	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0687	PUJ	MUJ	5442	MUJ5442	2006-06-23	Oscar Hernandez	NA	Quindío	Quimbaya	Finca la Floresta	NA	NA	4.58	-75.84	Paramo; Wetland	Anura	Hylidae	Dendropsophus columbianus	24.53	7.36	7.56	5.23	11.82	12.01	10.49	Very extensive
IAvH:GIC-LGC:PARAMO-HUMEDAL:AMPHIBIA:ESPECIMENPRESERVADO:I2D-BIO_2014_IN009:0688	PUJ	MUJ	5468	MUJ5468	2006-06-17	Oscar Hernandez	NA	Nariño	Barbacoas	Reserva el Pangan	770	NA	1.5833	-78	Wetland	Anura	Centrolenidae	Sachatamia ilex	26.79	7.93	8.63	5.63	16.35	17.35	NA	Very extensive
